Familia - Family,Departamento - Department,Grupo - Group,Subgrupo - Subgroup,Item,Item Descrip.,ST 12s,ST_REAL,Classificação Geral -  Classification ,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,Estrategico - Strategic,VND TT 12s,Projetado - Projected,Estoque QTD Inicial Initial Stock Qty,Recebimento Total  Total Recieved,Fornecedor - Supplier,Preço Original - Original Price,Preço Vigente - Actual Price,Idade de Estoque - Days in Stock,Idade Ajustada - Days in Stock (adjusted),Cash Margem Mês - Monthly Cash Margin,Venda R$ Mês - Montly Sales in R$,R$ Estoque - Stock in R$,Estoque QTD - Stock Qty,Venda QTD Total - Total Sales Qty,Cash Margem Total - Total Cash Margin,Pri. Recebimento - Day when 1st recieved,Pri Dia VND Ajustado - 1st  Day of Sales (adjusted),Qtd Lojas C/ Item Meio Pack - Num. of Stores w/ half pack,Qtd Lojas C/ Item - Num. of Stores w/ the item,Carteira Valor - Order Value,Carteira QTD - Order Qty,Qtd de pedidos - Num. of Orders,Remarcado - Remarked,MV Total - Total Sales Margin,ANO_MÊS - Year_month,Recebimento Custo - Shipping Cost,Recebimento R$ - Amout (R$) Recieved ,Custo Unit. -Cost per unit,MV Entrada - Entry Sales Margin
03 Feminino,FEMININO BASICO,TOP MALHA,TOP MALHA CAV BASICO,266286,TOP MLH CAV RIB 3110,"86,08%","86,08%",Best,"10,44%","11,39%","8,38%","8,60%","11,79%","11,46%","6,96%","4,94%","3,72%","3,75%","2,99%","1,66%",Não Estratégico,3884,N,3628,4512,CR-TEX INDUSTRIA DO VESTUARIO LTDA,,12.99,248,258,7,26,494,38,4446,39859,23/08/2023,2023-09-04 00:00:00,1,13,,,2,S,0.475218220915918,202308,44669,81170.88,9.9,0.449694274596998
04 Infantil,INFANTIL MENINA,BOTTON,LIC LEGGIN,266287,LEGGING MINNIE 0343A,"23,82%","13,61%",Slow,"2,33%","2,06%","2,89%","1,61%","2,22%","2,50%",,,,,,,Não Estratégico,429,S,1774,1800,L X TEXTIL LTDA,35.99,35.99,62,48,2626,4850,52582,1461,335,6352,18/03/2024,2024-04-01 00:00:00,76,82,64782,1800,1,N,0.542340348504409,202403,28800,64782,16,0.555432064462351
04 Infantil,INFANTIL MENINA,BOTTON,LIC LEGGIN,266288,LEGGING MINNIE 0344A,"60,28%","60,28%",Good,"1,56%","3,06%","4,56%","5,39%","10,61%","5,17%","3,83%","5,28%","4,11%","5,33%","5,44%","5,94%",Não Estratégico,1085,N,1751,1800,L X TEXTIL LTDA,35.99,19.99,195,181,156,1176,1980,99,1679,21172,06/11/2023,2023-11-20 00:00:00,2,37,,,1,S,0.425856704148342,202311,30600,64782,17,0.527646568491248
04 Infantil,INFANTIL MENINA,BOTTON,LIC LEGGIN,266290,LEGGING ELSA 0349AVI,"29,17%","29,17%",Slow,"2,36%","1,86%","2,31%","1,46%","1,63%","1,97%","2,25%","2,20%","4,50%","2,08%","3,15%","3,38%",Não Estratégico,518,N,1726,1776,L X TEXTIL LTDA,35.99,19.99,227,209,113,1111,0,185,1583,18253,05/10/2023,2023-10-23 00:00:00,4,57,,,1,S,0.397177172354559,202310,31080,63918.24,17.5,0.513753820505696
04 Infantil,INFANTIL MENINA,BOTTON,LIC LEGGIN,266292,LEGGING CINDERELA 03,"63,75%","63,75%",Good,"2,23%","1,96%","3,34%","3,61%","6,74%","4,14%","5,25%","5,63%","5,47%","6,74%","9,98%","8,65%",Não Estratégico,1201,N,1808,1884,L X TEXTIL LTDA,29.99,12.99,201,181,-44,275,0,80,1754,6724,31/10/2023,2023-11-20 00:00:00,1,38,,,1,S,0.209080414874376,202310,27318,56501.16,14.5,0.516505501833945
04 Infantil,INFANTIL MENINA,BOTTON,LIC LEGGIN,266293,LEGGING PRINCESAS 03,"57,45%","47,19%",Good,"5,10%","5,63%","7,97%","6,88%","5,05%","5,47%","4,38%","2,86%","3,85%",,,,Não Estratégico,1103,S,1825,1920,L X TEXTIL LTDA,29.99,29.99,83,69,2914,5771,25762,859,1060,15798,26/02/2024,2024-03-11 00:00:00,51,131,,,1,N,0.506850985255261,202402,27840,57580.8,14.5,0.516505501833945
04 Infantil,INFANTIL MENINA,BOTTON,LIC LEGGIN,266294,LEGGING FROZEN 0396A,"46,23%","46,23%",Slow,"1,24%","2,36%","2,36%","4,79%","3,04%","9,23%","3,89%","2,98%","3,10%","3,66%","4,28%","5,29%",Não Estratégico,821,N,1743,1776,L X TEXTIL LTDA,35.99,19.99,202,188,97,1041,4138,207,1565,17763,30/10/2023,2023-11-13 00:00:00,9,64,,,1,S,0.389357989618406,202310,31613,63918.24,17.8,0.505418171714365
04 Infantil,INFANTIL MENINA,BOTTON,LIC LEGGIN,266295,LEGGING ARIEL 0347AV,"44,78%","18,13%",Slow,"5,57%","4,22%","3,65%","4,69%",,,,,,,,,Não Estratégico,860,S,1821,1920,L X TEXTIL LTDA,29.99,29.99,47,34,4032,8020,40937,1365,534,7855,02/04/2024,2024-04-15 00:00:00,90,102,,,1,N,0.5035867030733,202404,27840,57580.8,14.5,0.516505501833945
04 Infantil,RN MENINA,INTEIROS,VESTIDO MALHA,266296,VESTIDO 3 MARIAS FLO,"81,10%","81,10%",Best,"10,88%","12,97%","17,21%","15,46%","8,62%","4,68%","4,08%","3,30%","1,92%","1,08%","0,71%","0,20%",Não Estratégico,2408,N,2218,1560,CONFECCOES BUCHMANN LTDA,19.99,9.99,283,279,0,10,60,6,3093,29258,10/08/2023,2023-08-14 00:00:00,,7,,,1,S,0.482389611503058,202308,16068,31184.4,10.3,0.484742371185593
04 Infantil,RN MENINA,INTEIROS,VESTIDO MALHA,266297,VESTIDO 3 MARIAS ABE,"98,02%","98,02%",Best,"11,51%","15,18%","16,27%","16,77%","16,37%","8,04%","5,65%","4,27%","1,88%","1,29%","0,50%","0,30%",Não Estratégico,988,N,925,1008,CONFECCOES BUCHMANN LTDA,19.99,9.99,291,286,0,0,-9,0,1004,9617,02/08/2023,2023-08-07 00:00:00,,,,,1,S,0.489230860020257,202308,10080,20149.92,10,0.499749874937469
04 Infantil,RN MENINA,INTEIROS,VESTIDO MALHA,266298,VESTIDO 3 MARIAS FLO,"92,93%","92,93%",Best,"15,33%","20,94%","18,27%","13,59%","11,42%","7,78%","2,34%","1,41%","0,87%","0,38%","0,27%","0,33%",Não Estratégico,1709,N,1655,1560,CONFECCOES BUCHMANN LTDA,19.99,9.99,264,258,0,0,120,12,3081,29296,29/08/2023,2023-09-04 00:00:00,1,5,,,1,S,0.483913323424658,202308,16068,31184.4,10.3,0.484742371185593
04 Infantil,RN MENINA,INTEIROS,VESTIDO MALHA,266299,VESTDIO MARGARIDAS 1,"88,14%","88,14%",Best,"12,24%","13,72%","13,59%","13,78%","10,64%","7,95%","5,06%","5,06%","3,53%","1,09%","0,77%","0,71%",Não Estratégico,1375,N,1390,1560,CONFECCOES BUCHMANN LTDA,19.99,9.99,291,279,0,0,-9,0,1549,13858,02/08/2023,2023-08-14 00:00:00,,1,,,1,S,0.457697541384275,202308,16536,31184.4,10.6,0.469734867433717
04 Infantil,INFANTIL MENINA,INTEIROS,LIC VEST,266300,VEST MC PRINCESAS 03,"91,06%","91,06%",Best,"15,89%","8,56%","9,50%","8,28%","8,50%","4,72%","5,06%","4,67%","7,39%","8,56%","8,28%","1,67%",Não Estratégico,1639,N,1624,1800,L X TEXTIL LTDA,59.99,59.99,234,223,-19,60,360,6,1784,57173,28/09/2023,2023-10-09 00:00:00,,6,151175,2520,1,S,0.547375628825803,202309,47700,107982,26.5,0.558259709951659
04 Infantil,INFANTIL MENINA,TOP,LIC TOP,266302,TOP MC MINNIE MARG 0,"87,96%","87,96%",Best,"8,39%","10,16%","11,30%","8,05%","8,16%","7,53%","9,76%","9,08%","11,42%","3,20%","0,40%","0,51%",Não Estratégico,1541,N,1666,4572,L X TEXTIL LTDA,29.99,29.99,145,209,7261,14308,40757,1359,3179,47458,10/10/2023,2023-10-23 00:00:00,81,114,,,3,N,0.507277821532073,202310,66294,137114.28,14.5,0.516505501833945
04 Infantil,INFANTIL MENINA,TOP,LIC TOP,266303,TOP MC MINNIE 0384AV,"90,44%","90,44%",Best,"8,33%","8,00%","11,11%","10,11%","15,17%","17,17%","14,67%","4,22%","0,78%","0,44%","0,17%","0,28%",Não Estratégico,1628,N,1704,1800,L X TEXTIL LTDA,29.99,15.99,208,195,9,154,240,15,1774,25780,24/10/2023,2023-11-06 00:00:00,,12,,,1,S,0.500549777749215,202310,26100,53982,14.5,0.516505501833945
04 Infantil,INFANTIL MENINA,INTEIROS,LIC CONJ,266304,CONJ MC 0392AVINFA06,"40,01%","40,01%",Slow,"2,24%","4,54%","6,84%","2,41%","1,73%","1,69%","1,93%","2,27%","2,71%","3,08%","4,44%","6,13%",Não Estratégico,1181,N,2345,2952,L X TEXTIL LTDA,49.99,29.99,195,237,627,3411,12146,405,2562,58763,11/09/2023,2023-09-25 00:00:00,13,119,,,2,S,0.488666641386069,202309,70848,147570.48,24,0.519903980796159
03 Feminino,FEMININO CASUAL,TOP MALHA,TOP MALHA MC MODA,266306,C1_1 TOP MLH AFRO ES,"46,89%","46,89%",Slow,"5,22%","4,92%","4,92%","4,42%","3,71%","3,01%","3,11%","3,31%","3,61%","2,71%","2,91%","5,02%",Não Estratégico,467,N,959,996,RECOLLETA,49.99,19.99,249,237,-128,648,900,45,946,15395,13/09/2023,2023-09-25 00:00:00,2,13,,,1,S,0.409156833233712,202309,23406,49790.04,23.5,0.529905981196239
05 Calçados,CALCADO MASCULINO,CHINELO,RIDER FX5,266307,CHL RIDER SPRINT 120,"54,79%","54,79%",Slow,"2,55%","3,64%","4,25%","4,19%","3,71%","3,67%","4,96%","5,61%","10,73%","6,74%","2,35%","2,38%",Estratégico,1700,N,2951,2160,GRENDENE,59.99,59.99,216,209,2441,4256,42233,704,3622,122619,16/10/2023,2023-10-23 00:00:00,49,113,,,1,N,0.57317384762162,202310,54454,129578.4,25.21,0.579763293882314
03 Feminino,FEMININO CASUAL,INTEIRO,VESTIDO MALHA,266308,C2_2 VESTIDO MLH AFR,"47,56%","47,56%",Slow,"3,87%","5,30%","5,13%","4,21%","2,86%","4,88%","3,70%","2,78%","3,45%","2,61%","3,62%","5,13%",Não Estratégico,565,N,1138,1188,RECOLLETA,89.99,49.99,249,237,630,3198,3150,63,1116,41680,13/09/2023,2023-09-25 00:00:00,2,19,,,1,S,0.485993431788488,202309,46926,106908.12,39.5,0.561062340260029
03 Feminino,FEMININO CASUAL,INTEIRO,VESTIDO MALHA,266309,C1_2 VESTIDO MLH NIK,"85,08%","85,08%",Best,"6,45%","6,85%","9,14%","9,01%","6,85%","7,39%","9,01%","8,47%","9,41%","9,14%","2,96%","0,40%",Não Estratégico,633,N,698,744,RECOLLETA,79.99,59.99,227,216,177,532,1740,29,713,26936,05/10/2023,2023-10-16 00:00:00,2,7,,,1,S,0.488854937780905,202310,29388,59512.56,39.5,0.506188273534192
03 Feminino,FEMININO CASUAL,BOTTOM CURTO PLANO,SHORT,266310,C2_2 SHORTS MLH NIKK,"37,12%","37,12%",Slow,"0,76%","0,51%","1,77%","1,52%","1,52%","2,02%","3,28%","4,29%","9,09%","5,81%","4,29%","2,27%",Não Estratégico,147,N,389,396,RECOLLETA,59.99,39.99,227,209,315,1071,3520,88,309,5896,05/10/2023,2023-10-23 00:00:00,7,13,,,1,S,0.405276623356984,202310,11088,23756.04,28,0.533255542590432
03 Feminino,FEMININO CASUAL,BOTTOM CURTO PLANO,SHORT,266311,SHORTS MLH NIKKO FIV,"44,44%","44,44%",Slow,"3,31%","4,53%","4,58%","4,04%","4,43%","4,19%","4,53%","3,22%","3,22%","3,41%","2,19%","2,78%",Não Estratégico,912,N,2032,2052,RECOLLETA,59.99,29.99,276,265,16,324,540,18,2018,49739,17/08/2023,2023-08-28 00:00:00,,16,,,1,S,0.468160205537293,202308,57456,123099.48,28,0.533255542590432
03 Feminino,MODA JOVEM MALHA,TOP MALHA,TOP MALHA CAV MODA,266312,TOP CAV 21111 RIB C/,"85,84%","85,84%",Best,"20,45%","18,15%","10,89%","7,62%","6,85%","4,81%","2,71%","3,02%","2,40%","2,91%","2,40%","3,63%",Não Estratégico,1679,N,1730,1956,GLOBINHO CONFECCOES EIRELLI,19.99,9.99,244,230,0,0,100,10,1934,20233,18/09/2023,2023-10-02 00:00:00,,15,,,1,S,0.536169242959473,202309,17702,39100.44,9.05,0.547273636818409
03 Feminino,MODA JOVEM MALHA,TOP MALHA,TOP MALHA CAV MODA,266313,TOP CAV 9013 RIB C/,"79,14%","79,14%",Best,"7,06%","11,45%","9,05%","6,95%","6,70%","6,85%","5,21%","5,88%","3,58%","4,14%","5,21%","7,06%",Não Estratégico,1548,N,1910,1956,GLOBINHO CONFECCOES EIRELLI,19.99,9.99,241,230,8,98,280,28,1910,18412,21/09/2023,2023-10-02 00:00:00,,21,,,1,S,0.515768106555388,202309,17702,39100.44,9.05,0.547273636818409
03 Feminino,MODA JOVEM MALHA,TOP MALHA,TOP MALHA CAV MODA,266314,TOP CAV 23064 RIB RO,"86,25%","86,25%",Best,"15,39%","16,72%","11,96%","8,90%","6,13%","6,24%","4,04%","3,53%","3,68%","4,09%","2,66%","2,91%",Não Estratégico,1687,N,1794,1956,GLOBINHO CONFECCOES EIRELLI,19.99,9.99,244,230,0,0,40,4,1936,20023,18/09/2023,2023-10-02 00:00:00,,5,,,1,S,0.533315664775065,202309,17702,39100.44,9.05,0.547273636818409
03 Feminino,MODA JOVEM MALHA,TOP MALHA,TOP MALHA MC MODA,266315,TOP MC 23062 RIBC/ D,"59,15%","59,15%",Good,"3,99%","5,32%","5,32%","4,09%","4,55%","3,37%","3,53%","3,37%","4,29%","4,65%","5,06%","11,61%",Não Estratégico,1157,N,1883,1956,GLOBINHO CONFECCOES EIRELLI,19.99,9.99,244,230,-3,78,650,65,1868,21499,18/09/2023,2023-10-02 00:00:00,2,37,,,1,S,0.531372268900501,202309,19853,50836.44,10.15,0.609465178914967
03 Feminino,MODA JOVEM MALHA,TOP MALHA,TOP MALHA MC MODA,266316,TOP MC 21115 RIB C/,"70,09%","70,09%",Good,"10,22%","12,78%","7,41%","5,47%","5,57%","5,52%","3,48%","3,27%","3,02%","3,83%","3,37%","6,13%",Não Estratégico,1371,N,1822,1956,GLOBINHO CONFECCOES EIRELLI,19.99,9.99,244,230,-6,187,0,88,1809,24202,18/09/2023,2023-10-02 00:00:00,1,47,,,1,S,0.568611055572955,202309,19853,50836.44,10.15,0.609465178914967
03 Feminino,MODA JOVEM MALHA,TOP MALHA,TOP MALHA MC MODA,266317,TOP MC 21116 RIB C/,"53,27%","53,27%",Slow,"5,93%","5,47%","3,68%","3,83%","4,14%","3,17%","3,53%","3,48%","4,19%","5,11%","6,80%","3,94%",Não Estratégico,1042,N,1877,1956,GLOBINHO CONFECCOES EIRELLI,19.99,9.99,241,223,20,237,1759,176,1730,20223,21/09/2023,2023-10-09 00:00:00,7,65,,,1,S,0.563625914263145,202309,17702,50836.44,9.05,0.651789149672951
03 Feminino,MODA JOVEM MALHA,TOP MALHA,TOP MALHA CAV MODA,266318,TOP CAV 23063 RIB C/,"92,33%","92,33%",Best,"4,09%","14,06%","20,40%","15,85%","11,25%","7,31%","6,70%","5,01%","2,97%","2,04%","1,58%","1,07%",Não Estratégico,1806,N,1924,1956,GLOBINHO CONFECCOES EIRELLI,19.99,9.99,278,272,0,0,100,10,1901,19856,15/08/2023,2023-08-21 00:00:00,,9,,,1,S,0.535771703095511,202308,17702,39100.44,9.05,0.547273636818409
03 Feminino,MODA JOVEM MALHA,TOP MALHA,TOP MALHA CAV MODA,266319,TOP CAV 21153 RIB C/,"83,13%","83,13%",Best,"8,59%","14,83%","11,55%","10,43%","7,67%","8,44%","7,41%","4,24%","3,48%","1,84%","2,35%","2,30%",Não Estratégico,1626,N,1819,1956,GLOBINHO CONFECCOES EIRELLI,19.99,9.99,278,265,0,0,50,5,1921,17495,15/08/2023,2023-08-28 00:00:00,,8,,,1,S,0.472919266277257,202308,19853,39100.44,10.15,0.492246123061531
03 Feminino,MODA JOVEM MALHA,TOP MALHA,TOP MALHA MC MODA,266320,TOP MC 21115 RIB C/,"52,51%","52,51%",Slow,"3,02%","7,52%","7,00%","5,42%","4,65%","4,96%","4,24%","3,78%","2,61%","3,37%","3,32%","2,61%",Não Estratégico,1027,N,1916,1956,GLOBINHO CONFECCOES EIRELLI,19.99,9.99,276,265,-2,89,510,51,1864,22798,17/08/2023,2023-08-28 00:00:00,1,21,,,1,S,0.546479412079149,202308,19853,50836.44,10.15,0.609465178914967
04 Infantil,RN MENINA,INTEIROS,VESTIDO MALHA,266327,VESTIDO XADREZ MARGA,"91,41%","91,41%",Best,"16,99%","30,13%","17,69%","10,06%","6,73%","4,87%","2,88%","0,58%","0,38%","0,38%","0,38%","0,32%",Não Estratégico,1426,N,1490,1560,CONFECCOES BUCHMANN LTDA,19.99,9.99,276,265,0,0,20,2,1542,13860,17/08/2023,2023-08-28 00:00:00,,3,,,1,S,0.458857446685942,202308,16536,31184.4,10.6,0.469734867433717
10 Acessorios Av,ACESSORIOS,ACESSORIO INFANTIL,OUTROS,266329,NANINHA PIMP MNO 300,"67,08%","67,08%",Good,"6,67%","11,67%","8,50%","6,08%","6,00%","8,42%","6,92%","3,67%","2,75%","1,75%","2,50%","2,17%",Não Estratégico,805,N,1111,2200,PIMPOLHO PRODUTOS INFANTIS LTDA.,39.99,39.99,185,265,1940,3752,19356,484,1720,34549,14/08/2023,2023-08-28 00:00:00,44,114,41590,1040,2,N,0.512848629278157,202308,41987,87978,19.08,0.522760690172543
10 Acessorios Av,ACESSORIOS,ACESSORIO INFANTIL,OUTROS,266330,NANINHA PIMP MNA 300,"39,96%","39,96%",Slow,"4,51%","4,66%","6,10%","3,33%","3,14%","3,60%","3,22%","2,39%","2,42%","2,20%","2,01%","2,39%",Não Estratégico,1055,N,1454,3640,PIMPOLHO PRODUTOS INFANTIS LTDA.,39.99,39.99,97,237,4289,8391,29353,734,2930,58620,11/09/2023,2023-09-25 00:00:00,69,140,41590,1040,3,N,0.511851896869322,202309,69469,145563.6,19.08,0.522760772610735
01 Lar,BANHO,LAVABO SOCIAL,LAVABO SOCIAL,266332,KIT LAVABO 23X38CM 2,"56,32%","56,32%",Good,"3,94%","4,70%","5,21%","5,20%","4,13%","5,18%","6,07%","6,51%","5,40%","3,39%","3,05%","3,54%",Estratégico,22314,N,17880,112896,TEXTIL BRUSQUE LTDA,9.99,9.99,41,279,56366,112875,152217,15003,120256,586026,10/08/2023,2023-08-14 00:00:00,156,171,192288,19248,22,S,0.496088127284538,202308,558835,1127831.04,4.95,0.504504504504504
02 Masculino,MASC ESPORTE,TOP,REGATA,266333,REGATA GEO 13724 CA9,"86,75%","86,75%",Best,"5,27%","9,34%","9,34%","8,68%","8,84%","6,48%","7,03%","6,88%","6,93%","10,39%","5,97%","1,61%",Não Estratégico,1728,N,1911,1992,LOCAL,39.99,24.99,226,216,34,190,575,23,1965,37575,06/10/2023,2023-10-16 00:00:00,,17,,,1,S,0.495105418114774,202310,38844,79660.08,19.5,0.512378094523631
02 Masculino,MASC ESPORTE,TOP,REGATA,266334,REGATA MILI 13723 CB,"86,17%","86,17%",Best,"9,47%","10,52%","10,44%","10,19%","7,61%","6,31%","5,83%","6,23%","6,47%","8,50%","2,99%","1,62%",Não Estratégico,1065,N,1208,1236,LOCAL,39.99,24.99,226,216,42,198,425,17,1216,22952,06/10/2023,2023-10-16 00:00:00,,12,,,1,S,0.491851886139849,202310,24102,49427.64,19.5,0.512378094523631
02 Masculino,MASC ESPORTE,TOP,REGATA,266335,REGATA RISCOS 13737,"71,76%","71,76%",Good,"5,74%","12,62%","9,87%","8,09%","6,39%","5,26%","7,12%","6,72%","3,40%","2,27%","2,18%","2,10%",Não Estratégico,887,N,1247,1236,LOCAL,39.99,24.99,282,272,0,0,125,5,1211,22613,11/08/2023,2023-08-21 00:00:00,,4,,,1,S,0.489166598164725,202308,24102,49427.64,19.5,0.512378094523631
02 Masculino,MASC ESPORTE,TOP,REGATA,266336,REGATA GEO 13722 CC9,"92,07%","92,07%",Best,"11,83%","13,31%","10,48%","9,41%","8,87%","8,74%","5,91%","4,70%","5,65%","9,54%","2,15%","1,48%",Não Estratégico,685,N,689,744,LOCAL,39.99,24.99,226,216,14,73,-24,0,745,14444,06/10/2023,2023-10-16 00:00:00,,1,,,1,S,0.498552178359751,202310,14508,29752.56,19.5,0.512378094523631
02 Masculino,MASC ESPORTE,TOP,REGATA,266337,REGATA TRIA 13720 CC,"91,94%","91,94%",Best,"13,04%","11,69%","12,90%","9,14%","7,66%","6,32%","6,85%","5,24%","5,78%","9,54%","2,42%","1,34%",Não Estratégico,684,N,707,744,LOCAL,39.99,24.99,226,216,14,73,225,9,737,14329,06/10/2023,2023-10-16 00:00:00,,6,,,1,S,0.499252964795965,202310,14508,29752.56,19.5,0.512378094523631
02 Masculino,MASC ESPORTE,BOTTON,BERMUDA,266338,BERMUDA REC LAT 1471,"93,22%","93,22%",Best,"15,56%","22,89%","18,52%","11,55%","5,57%","3,56%","2,86%","3,61%","4,42%","3,51%","0,85%","0,30%",Não Estratégico,1857,N,1860,1992,LOCAL,49.99,29.99,226,216,7,79,840,28,1943,48646,06/10/2023,2023-10-16 00:00:00,1,11,,,1,S,0.511607366722364,202310,47609,99580.08,23.9,0.521904380876175
02 Masculino,MASC ESPORTE,BOTTON,BERMUDA,266339,BERMUDA EST LAT 1471,"94,13%","94,13%",Best,"11,35%","27,06%","19,13%","9,99%","6,83%","4,02%","3,16%","3,01%","3,21%","2,86%","2,51%","1,00%",Não Estratégico,1875,N,1732,1992,LOCAL,49.99,29.99,226,223,5,29,510,17,1961,48985,28/09/2023,2023-10-09 00:00:00,,12,,,2,S,0.511042464114207,202309,47609,99580.08,23.9,0.521904380876175
02 Masculino,MASC ESPORTE,BOTTON,BERMUDA,266340,BERMUDA EST BARRA 14,"75,73%","75,73%",Best,"10,44%","13,92%","8,17%","7,20%","7,20%","5,50%","3,72%","2,99%","3,40%","3,72%","4,29%","5,18%",Não Estratégico,936,N,1222,1236,LOCAL,49.99,29.99,237,230,0,0,750,25,1196,28906,25/09/2023,2023-10-02 00:00:00,1,7,,,1,S,0.502791540129662,202309,29540,61787.64,23.9,0.521904380876175
02 Masculino,MASC ESPORTE,BOTTON,BERMUDA,266341,BERMUDA REC LAT 1471,"89,52%","89,52%",Best,"23,92%","30,24%","16,13%","7,53%","3,76%","2,82%","2,15%","0,94%","0,54%","0,13%","0,40%","0,94%",Não Estratégico,666,N,684,744,LOCAL,49.99,29.99,249,237,0,0,180,6,723,17990,13/09/2023,2023-09-25 00:00:00,,3,,,1,S,0.510057047588804,202309,17782,37192.56,23.9,0.521904380876175
02 Masculino,MASC ESPORTE,TOP,TSHIRT,266342,TSHIRT ONDAS 25758 C,"84,44%","84,44%",Best,"8,58%","13,60%","13,40%","7,48%","4,77%","4,92%","5,07%","6,73%","5,12%","7,83%","4,67%","2,26%",Não Estratégico,1682,N,1894,1992,LOCAL,39.99,24.99,226,216,56,275,925,37,1957,36356,06/10/2023,2023-10-16 00:00:00,2,13,,,1,S,0.48281025335648,202310,39641,79660.08,19.9,0.502375593898475
02 Masculino,MASC ESPORTE,TOP,TSHIRT,266343,TSHIRT REC LAT 27665,"95,08%","95,08%",Best,"17,47%","18,42%","17,27%","11,40%","6,17%","4,62%","3,82%","4,67%","4,67%","4,12%","1,66%","0,80%",Não Estratégico,1894,N,1883,1992,LOCAL,49.99,29.99,226,216,4,26,210,7,1973,53317,06/10/2023,2023-10-16 00:00:00,,5,,,1,S,0.552356771095031,202310,43625,99580.08,21.9,0.561912382476495
02 Masculino,MASC ESPORTE,TOP,TSHIRT,266344,TSHIRT RECORTES 2766,"94,01%","94,01%",Best,"16,59%","14,40%","13,27%","13,75%","6,88%","5,50%","3,88%","6,55%","4,61%","5,74%","2,18%","0,65%",Não Estratégico,1162,N,1174,1236,LOCAL,49.99,29.99,226,216,9,30,570,19,1217,32741,06/10/2023,2023-10-16 00:00:00,1,6,,,1,S,0.551255802864577,202310,27068,61787.64,21.9,0.561912382476495
02 Masculino,MASC ESPORTE,TOP,TSHIRT,266345,TSHIRT PONTOS 25781,"84,41%","84,41%",Best,"8,87%","9,14%","7,66%","3,09%","6,32%","3,90%","7,39%","10,35%","15,19%","7,53%","2,96%","2,02%",Não Estratégico,628,N,663,744,LOCAL,39.99,24.99,226,209,13,73,225,9,731,13767,06/10/2023,2023-10-23 00:00:00,1,3,,,1,S,0.486212914238608,202310,14806,29752.56,19.9,0.502375593898475
10 Acessorios Av,COMPLEMENTOS,EMBALAGEM,CAIXINHA FEMININO,266346,CAIXA PRES FEM P SOR,"63,62%","63,62%",Good,"6,28%","7,30%","6,67%","7,34%","6,67%","4,22%","3,62%","4,29%","4,01%","8,26%","2,91%","2,06%",Não Estratégico,1794,N,2687,2820,PORTFLEX EMBALAGENS LTDA,7.99,7.99,227,216,571,747,2342,293,2396,14397,05/10/2023,2023-10-16 00:00:00,8,57,,,1,N,0.764593418323856,202310,5217,22531.8,1.85,0.76846057571965
10 Acessorios Av,COMPLEMENTOS,EMBALAGEM,CAIXINHA FEMININO,266347,CAIXA PRES FEM M SOR,"69,51%","69,51%",Good,"6,21%","8,36%","8,60%","8,86%","7,06%","4,23%","3,64%","4,70%","4,81%","8,71%","2,66%","1,66%",Não Estratégico,2975,N,4088,4280,PORTFLEX EMBALAGENS LTDA,9.99,9.99,227,216,1412,1937,3207,321,3826,27303,05/10/2023,2023-10-16 00:00:00,8,79,,,1,N,0.726980392511882,202310,11470,42757.2,2.68,0.731731731731732
10 Acessorios Av,COMPLEMENTOS,EMBALAGEM,CAIXINHA FEMININO,266348,CAIXA PRES FEM M FLO,"72,23%","72,23%",Good,"5,47%","7,20%","9,40%","8,87%","9,07%","4,20%","3,57%","4,67%","4,80%","10,20%","3,10%","1,70%",Não Estratégico,2167,N,2926,3000,PORTFLEX EMBALAGENS LTDA,9.99,5.99,227,216,407,789,635,106,2880,18499,05/10/2023,2023-10-16 00:00:00,4,24,,,1,S,0.694151066947608,202310,8490,29970,2.83,0.716716716716717
10 Acessorios Av,COMPLEMENTOS,EMBALAGEM,CAIXINHA MASCULINO,266349,CAIXA PRES MASC P SO,"58,23%","58,23%",Good,"6,33%","4,56%","7,66%","5,70%","5,00%","3,73%","2,85%","4,43%","4,49%","7,91%","4,11%","1,46%",Não Estratégico,920,N,1524,1580,PORTFLEX EMBALAGENS LTDA,7.99,5.99,227,216,231,340,1246,208,1374,7790,05/10/2023,2023-10-16 00:00:00,10,37,,,1,S,0.753958881833672,202310,2923,12624.2,1.85,0.76846057571965
10 Acessorios Av,COMPLEMENTOS,EMBALAGEM,CAIXINHA MASCULINO,266350,CAIXA PRES MASC M SO,"70,34%","70,34%",Good,"6,01%","6,31%","7,80%","7,72%","7,57%","3,36%","4,03%","5,07%","4,78%","13,02%","3,25%","1,42%",Não Estratégico,1885,N,2523,2680,PORTFLEX EMBALAGENS LTDA,9.99,5.99,227,216,171,313,1121,187,2479,16649,05/10/2023,2023-10-16 00:00:00,9,40,,,1,S,0.714765459406245,202310,7182,26773.2,2.68,0.731731731731732
10 Acessorios Av,COMPLEMENTOS,EMBALAGEM,CAIXINHA MASCULINO,266351,CAIXA PRES MASC M GE,"74,30%","74,30%",Good,"5,13%","6,60%","6,57%","7,40%","5,60%","3,97%","5,13%","6,40%","6,47%","14,50%","4,47%","2,07%",Não Estratégico,2229,N,2899,3000,PORTFLEX EMBALAGENS LTDA,9.99,5.99,227,216,180,347,983,164,2811,18453,05/10/2023,2023-10-16 00:00:00,7,37,,,1,S,0.69875649622609,202310,8490,29970,2.83,0.716716716716717
