Familia - Family,Departamento - Department,Grupo - Group,Subgrupo - Subgroup,Item,Item Descrip.,ST 12s,ST_REAL,Classificação Geral -  Classification ,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,Estrategico - Strategic,VND TT 12s,Projetado - Projected,Estoque QTD Inicial Initial Stock Qty,Recebimento Total  Total Recieved,Fornecedor - Supplier,Preço Original - Original Price,Preço Vigente - Actual Price,Idade de Estoque - Days in Stock,Idade Ajustada - Days in Stock (adjusted),Cash Margem Mês - Monthly Cash Margin,Venda R$ Mês - Montly Sales in R$,R$ Estoque - Stock in R$,Estoque QTD - Stock Qty,Venda QTD Total - Total Sales Qty,Cash Margem Total - Total Cash Margin,Pri. Recebimento - Day when 1st recieved,Pri Dia VND Ajustado - 1st  Day of Sales (adjusted),Qtd Lojas C/ Item Meio Pack - Num. of Stores w/ half pack,Qtd Lojas C/ Item - Num. of Stores w/ the item,Carteira Valor - Order Value,Carteira QTD - Order Qty,Qtd de pedidos - Num. of Orders,Remarcado - Remarked,MV Total - Total Sales Margin,ANO_MÊS - Year_month,Recebimento Custo - Shipping Cost,Recebimento R$ - Amout (R$) Recieved ,Custo Unit. -Cost per unit,MV Entrada - Entry Sales Margin
04 Infantil,JUVENIL MENINO,SAZONAL,TOP MOLETOM,268299,TOP MOLETOM BSC LISO,"18,87%","6,06%",Slow,"1,99%","1,34%","2,73%",,,,,,,,,,Não Estratégico,408,S,2100,2160,BRILLIANT STANDARD LIMITED,59.99,59.99,65,27,7215,11641,111642,1861,300,10692,15/03/2024,2024-04-22 00:00:00,93,99,,,1,N,0.626141953619115,202403,38485,129578.4,17.82,0.702997721842529
04 Infantil,INFANTIL MENINO,SAZONAL,CONJUNTO MOLETON,268301,CONJ MOLETOM 101-1 C,"64,71%","20,80%",Good,"6,45%","5,70%","8,65%",,,,,,,,,,Não Estratégico,1294,S,1840,2000,BRILLIANT STANDARD LIMITED,69.99,79.99,65,27,31384,47404,86070,1076,915,46571,15/03/2024,2024-04-22 00:00:00,83,143,,,1,S,0.667856813017812,202403,44019,159980,22.01,0.724848356044505
04 Infantil,INFANTIL MENINO,SAZONAL,CONJUNTO MOLETON,268302,CONJ MOLETOM 101-2 C,"68,22%","27,61%",Good,"10,88%","5,75%","4,23%","6,75%",,,,,,,,,Não Estratégico,1435,S,1914,2104,BRILLIANT STANDARD LIMITED,69.99,79.99,65,34,30709,46717,78631,983,1122,56737,15/03/2024,2024-04-15 00:00:00,78,144,,,1,S,0.665207197079748,202403,46308,168298.96,22.01,0.72484868593365
04 Infantil,INFANTIL MENINO,SAZONAL,CONJUNTO MOLETON,268303,CONJ MOLETOM 101-3 C,"55,21%","26,95%",Good,"5,75%","7,40%","4,80%","3,85%","5,15%",,,,,,,,Não Estratégico,1104,S,1918,2000,BRILLIANT STANDARD LIMITED,69.99,79.99,62,41,24858,37883,84390,1055,942,47662,18/03/2024,2024-04-08 00:00:00,68,103,,,1,S,0.664985425522831,202403,44019,159980,22.01,0.724848356044505
04 Infantil,INFANTIL MENINO,SAZONAL,CONJUNTO MOLETON,268304,CONJ MOLETOM 101-4 C,"48,49%","23,67%",Slow,"5,04%","6,99%","4,80%","2,19%","4,66%",,,,,,,,Não Estratégico,1020,S,2023,2104,BRILLIANT STANDARD LIMITED,69.99,79.99,62,41,22545,34329,98468,1231,849,42833,18/03/2024,2024-04-08 00:00:00,103,157,,,1,S,0.664692879748751,202403,46308,168298.96,22.01,0.72484868593365
04 Infantil,INFANTIL MENINO,SAZONAL,CONJUNTO MOLETON,268305,CONJ MOLETOM 101-5 C,"60,28%","29,42%",Good,"6,23%","9,70%","4,85%","3,37%","5,28%",,,,,,,,Não Estratégico,1268,S,1996,2104,BRILLIANT STANDARD LIMITED,69.99,79.99,62,41,23238,34517,89109,1114,958,49843,18/03/2024,2024-04-08 00:00:00,95,155,,,1,S,0.679676782574972,202403,46308,168298.96,22.01,0.72484868593365
04 Infantil,INFANTIL MENINO,SAZONAL,CONJUNTO MOLETON,268306,CONJ MOLETOM 101-6 C,"78,68%","38,40%",Best,"9,03%","13,17%","6,42%","3,66%","6,13%",,,,,,,,Não Estratégico,1655,S,1986,2104,BRILLIANT STANDARD LIMITED,69.99,79.99,62,41,27102,41144,67832,848,1237,63033,18/03/2024,2024-04-08 00:00:00,69,116,,,1,S,0.666997031793146,202403,46308,168298.96,22.01,0.72484868593365
04 Infantil,INFANTIL MENINO,SAZONAL,CONJUNTO MOLETON,268307,CONJ MOLETOM 101-7 C,"57,19%","23,15%",Good,"6,27%","5,09%","5,04%","6,75%",,,,,,,,,Não Estratégico,1203,S,2008,2104,BRILLIANT STANDARD LIMITED,69.99,79.99,62,34,31484,47740,95509,1194,927,46744,18/03/2024,2024-04-15 00:00:00,88,142,,,1,S,0.66487899353206,202403,46308,168298.96,22.01,0.72484868593365
04 Infantil,INFANTIL MENINO,SAZONAL,CONJUNTO MOLETON,268308,CONJ MOLETOM 101-8 C,"48,10%","23,48%",Slow,"4,66%","7,46%","3,90%","2,47%","4,99%",,,,,,,,Não Estratégico,1012,S,1993,2104,BRILLIANT STANDARD LIMITED,69.99,79.99,62,41,21407,32580,98468,1231,824,41592,18/03/2024,2024-04-08 00:00:00,103,159,,,1,S,0.664799557942309,202403,46308,168298.96,22.01,0.72484868593365
04 Infantil,INFANTIL MENINO,SAZONAL,CONJUNTO MOLETON,268309,CONJ MOLETOM 101-9 C,"67,92%","33,15%",Good,"5,70%","12,85%","4,75%","4,20%","5,65%",,,,,,,,Não Estratégico,1358,S,1912,2000,BRILLIANT STANDARD LIMITED,69.99,79.99,62,41,29614,45093,68312,854,1147,58173,18/03/2024,2024-04-08 00:00:00,53,96,,,1,S,0.665429512163205,202403,44019,159980,22.01,0.724848356044505
04 Infantil,INFANTIL MENINO,SAZONAL,CONJUNTO MOLETON,268310,CONJ MOLETOM 101-10,"55,02%","26,85%",Good,"4,85%","9,65%","4,33%","3,37%","4,66%",,,,,,,,Não Estratégico,1158,S,2008,2104,BRILLIANT STANDARD LIMITED,69.99,79.99,62,41,25810,39248,87430,1093,976,49354,18/03/2024,2024-04-08 00:00:00,72,103,,,1,S,0.665206096949679,202403,46308,168298.96,22.01,0.72484868593365
04 Infantil,INFANTIL MENINO,SAZONAL,CONJUNTO MOLETON,268311,CONJ MOLETOM 102-1 P,"46,61%","22,75%",Slow,"3,95%","8,55%","3,65%","2,15%","4,45%",,,,,,,,Não Estratégico,932,S,1928,2000,BRILLIANT STANDARD LIMITED,79.99,89.99,62,41,25667,40412,101779,1131,863,47530,18/03/2024,2024-04-08 00:00:00,73,103,,,1,S,0.644792274033691,202403,52912,179980,26.46,0.706010445605067
04 Infantil,INFANTIL MENINO,SAZONAL,CONJUNTO MOLETON,268312,CONJ MOLETOM 102-2 P,"38,62%","18,85%",Slow,"4,00%","7,05%","3,05%","1,50%","3,25%",,,,,,,,Não Estratégico,772,S,1930,2000,BRILLIANT STANDARD LIMITED,79.99,89.99,62,41,20251,31897,116898,1299,693,38228,18/03/2024,2024-04-08 00:00:00,79,107,,,1,S,0.645230705558916,202403,52912,179980,26.46,0.706010445605067
04 Infantil,INFANTIL MENINO,SAZONAL,CONJUNTO MOLETON,268313,CONJ MOLETOM 102-3 P,"71,40%","28,90%",Good,"8,80%","6,40%","5,05%","8,65%",,,,,,,,,Não Estratégico,1428,S,1870,2000,BRILLIANT STANDARD LIMITED,79.99,89.99,62,34,37268,58044,83691,930,1036,57533,18/03/2024,2024-04-15 00:00:00,78,134,,,1,S,0.646762159586276,202403,52912,179980,26.46,0.706010445605067
04 Infantil,INFANTIL MENINO,SAZONAL,CONJUNTO MOLETON,268314,CONJ MOLETOM 102-4 P,"42,62%","13,70%",Slow,"3,05%","4,20%","6,45%",,,,,,,,,,Não Estratégico,852,S,1937,2000,BRILLIANT STANDARD LIMITED,79.99,89.99,62,27,29580,46129,117527,1306,662,36271,18/03/2024,2024-04-22 00:00:00,111,159,,,1,S,0.644339762748333,202403,52912,179980,26.46,0.706010445605067
04 Infantil,INFANTIL MENINO,SAZONAL,CONJUNTO MOLETON,268315,CONJ MOLETOM BSC LIS,"78,98%","38,55%",Best,"8,95%","13,95%","6,45%","4,15%","5,05%",,,,,,,,Não Estratégico,1580,S,1913,2000,BRILLIANT STANDARD LIMITED,69.99,69.99,62,41,18234,30648,61802,883,1108,45089,18/03/2024,2024-04-08 00:00:00,73,147,,,1,N,0.607423765274428,202403,45501,139980,22.75,0.67494699242749
04 Infantil,INFANTIL MENINO,SAZONAL,CONJUNTO MOLETON,268316,CONJ MOLETOM BSC LIS,"99,58%","65,20%",Best,"18,05%","20,60%","10,95%","6,95%","3,80%","1,25%","3,60%",,,,,,Não Estratégico,1992,S,1797,2000,BRILLIANT STANDARD LIMITED,69.99,69.99,62,55,11394,19120,32896,470,1512,62760,18/03/2024,2024-03-25 00:00:00,38,113,,,1,N,0.611214203642496,202403,45501,139980,22.75,0.67494699242749
04 Infantil,INFANTIL MENINO,SAZONAL,CONJUNTO MOLETON,268317,CONJ MOLETOM BSC LIS,"55,22%","22,35%",Good,"6,50%","6,20%","4,00%","5,65%",,,,,,,,,Não Estratégico,1104,S,1891,2000,BRILLIANT STANDARD LIMITED,69.99,69.99,62,34,20458,34470,79159,1131,833,33209,18/03/2024,2024-04-15 00:00:00,100,143,,,1,N,0.60260597608875,202403,45501,139980,22.75,0.67494699242749
04 Infantil,INFANTIL MENINO,SAZONAL,CONJUNTO MOLETON,268318,CONJ MOLETOM BSC LIS,"69,41%","45,45%",Good,"9,60%","12,15%","7,95%","7,05%","3,00%","2,10%","3,60%",,,,,,Não Estratégico,1388,S,1882,2000,BRILLIANT STANDARD LIMITED,69.99,69.99,62,55,13492,22769,57952,828,1171,48347,18/03/2024,2024-03-25 00:00:00,75,148,,,1,N,0.611861347078548,202403,45501,139980,22.75,0.67494699242749
04 Infantil,INFANTIL MENINA,SAZONAL,CONJUNTO MOLETON,268319,CONJ MOLETOM 101-1 C,"17,45%","2,70%",Slow,"2,70%",,,,,,,,,,,,Não Estratégico,349,S,1863,2000,BRILLIANT STANDARD LIMITED,69.99,79.99,33,13,16038,24394,124465,1556,331,16106,16/04/2024,2024-05-06 00:00:00,129,152,,,1,S,0.65833166077285,202404,44038,159980,22.02,0.724728591073884
04 Infantil,INFANTIL MENINA,SAZONAL,CONJUNTO MOLETON,268325,CONJ MOLETOM 101-6 C,"33,60%","5,20%",Slow,"5,20%",,,,,,,,,,,,Não Estratégico,672,S,1879,2000,BRILLIANT STANDARD LIMITED,69.99,79.99,62,13,22269,33673,119106,1489,455,22434,18/03/2024,2024-05-06 00:00:00,89,109,,,1,S,0.661495369156747,202403,44038,159980,22.02,0.724728591073884
04 Infantil,INFANTIL MENINA,SAZONAL,CONJUNTO MOLETON,268327,CONJ MOLETOM 101-8 C,"34,40%","5,32%",Slow,"5,32%",,,,,,,,,,,,Não Estratégico,724,S,1928,2104,BRILLIANT STANDARD LIMITED,69.99,79.99,62,13,23422,35506,119586,1495,482,23620,18/03/2024,2024-05-06 00:00:00,129,165,,,1,S,0.659682857455665,202403,46328,168298.96,22.02,0.724728423752589
04 Infantil,INFANTIL MENINA,SAZONAL,CONJUNTO MOLETON,268329,CONJ MOLETOM 101-10,"100,00%","53,04%",Best,"26,14%","14,73%","6,08%","6,08%",,,,,,,,,Não Estratégico,2757,S,1827,2104,BRILLIANT STANDARD LIMITED,69.99,79.99,62,34,21742,32569,53434,668,1394,72281,18/03/2024,2024-04-15 00:00:00,56,126,,,1,S,0.673645193828526,202403,46328,168298.96,22.02,0.724728423752589
04 Infantil,INFANTIL MENINA,SAZONAL,CONJUNTO MOLETON,268330,CONJ MOLETOM 102-1 P,"56,25%","13,39%",Good,"4,95%","8,45%",,,,,,,,,,,Não Estratégico,1126,S,1884,2000,BRILLIANT STANDARD LIMITED,79.99,89.99,62,20,35367,55219,111678,1241,727,39238,18/03/2024,2024-04-29 00:00:00,86,123,,,1,S,0.641474167845653,202403,52933,179980,26.47,0.705897544171575
04 Infantil,INFANTIL MENINA,SAZONAL,CONJUNTO MOLETON,268331,CONJ MOLETOM 102-2 P,"58,17%","13,85%",Good,"5,65%","8,20%",,,,,,,,,,,Não Estratégico,1163,S,1852,2000,BRILLIANT STANDARD LIMITED,79.99,89.99,62,20,35484,55095,110418,1227,725,39814,18/03/2024,2024-04-29 00:00:00,84,127,,,1,S,0.645439386192244,202403,52933,179980,26.47,0.705897544171575
04 Infantil,INFANTIL MENINA,SAZONAL,CONJUNTO MOLETON,268332,CONJ MOLETOM 102-3 P,"27,09%","6,45%",Slow,"2,55%","3,90%",,,,,,,,,,,Não Estratégico,542,S,1929,2000,BRILLIANT STANDARD LIMITED,79.99,89.99,62,20,20252,31626,141195,1569,415,22445,18/03/2024,2024-04-29 00:00:00,113,130,,,1,S,0.641909863634284,202403,52933,179980,26.47,0.705897544171575
04 Infantil,INFANTIL MENINA,SAZONAL,CONJUNTO MOLETON,268333,CONJ MOLETOM 102-4 P,"48,09%","11,45%",Slow,"4,35%","7,10%",,,,,,,,,,,Não Estratégico,962,S,1847,2000,BRILLIANT STANDARD LIMITED,79.99,89.99,62,20,31214,48622,116448,1294,626,33945,18/03/2024,2024-04-29 00:00:00,84,122,,,1,S,0.642534327216836,202403,52933,179980,26.47,0.705897544171575
04 Infantil,INFANTIL MENINA,SAZONAL,CONJUNTO MOLETON,268334,CONJ MOLETOM BSC LIS,"49,56%","11,80%",Slow,"4,75%","7,05%",,,,,,,,,,,Não Estratégico,991,S,1913,2000,BRILLIANT STANDARD LIMITED,69.99,69.99,62,20,26764,44715,87488,1250,740,28993,18/03/2024,2024-04-29 00:00:00,88,126,,,1,N,0.599919382306237,202403,45520,139980,22.76,0.674807829689956
04 Infantil,INFANTIL MENINA,SAZONAL,CONJUNTO MOLETON,268335,CONJ MOLETOM BSC LIS,"34,44%","8,20%",Slow,"3,30%","4,90%",,,,,,,,,,,Não Estratégico,689,S,1915,2000,BRILLIANT STANDARD LIMITED,69.99,69.99,62,20,22116,37036,96867,1384,616,24010,18/03/2024,2024-04-29 00:00:00,86,104,,,1,N,0.598676528123029,202403,45520,139980,22.76,0.674807829689956
04 Infantil,INFANTIL MENINA,SAZONAL,CONJUNTO MOLETON,268336,CONJ MOLETOM BSC LIS,"16,15%","2,50%",Slow,"2,50%",,,,,,,,,,,,Não Estratégico,323,S,1971,2000,BRILLIANT STANDARD LIMITED,69.99,69.99,62,13,15409,25880,111425,1592,408,15687,18/03/2024,2024-05-06 00:00:00,99,111,,,1,N,0.595546212393594,202403,45520,139980,22.76,0.674807829689956
04 Infantil,INFANTIL MENINA,SAZONAL,CONJUNTO MOLETON,268337,CONJ MOLETOM BSC LIS,"29,72%","4,60%",Slow,"4,60%",,,,,,,,,,,,Não Estratégico,594,S,1902,2000,BRILLIANT STANDARD LIMITED,69.99,69.99,62,13,22487,37872,94557,1351,585,22487,18/03/2024,2024-05-06 00:00:00,123,159,,,1,N,0.593749678192077,202403,45520,139980,22.76,0.674807829689956
01 Lar,LAR INFANTIL,BANHO INF,LIC TOALHA INF,268338,T.BANHO INF BARBIE 0,"85,20%","85,20%",Best,"12,27%","14,40%","12,53%","8,00%","4,93%","7,20%","7,33%","7,07%","4,00%","3,33%","1,60%","2,53%",Não Estratégico,639,N,705,750,LEPPER,29.99,19.99,286,272,3,18,80,4,747,9737,07/08/2023,2023-08-21 00:00:00,,4,,,1,S,0.449708889067475,202308,11962,22492.5,15.95,0.468156052017339
01 Lar,LAR INFANTIL,BANHO INF,ROUPAO INF,268339,ROUPAO INF BARBIE 08,"57,11%","57,11%",Good,"7,78%","7,56%","8,00%","5,56%","4,89%","4,89%","4,22%","5,56%","4,67%","0,44%","2,44%","1,11%",Não Estratégico,257,N,433,450,LEPPER,69.99,49.99,286,272,100,395,1800,36,418,11650,07/08/2023,2023-08-21 00:00:00,11,28,,,1,S,0.430282753238138,202308,16605,31495.5,36.9,0.472781825975139
04 Infantil,JUVENIL MENINA,BOTTON,LEGGING,268340,LEGGING COTTON BASIC,"50,09%","50,09%",Slow,"3,14%","5,85%","3,18%","4,81%","6,38%","7,45%","4,12%","3,14%","3,18%","3,52%","2,45%","2,86%",Não Estratégico,1593,N,2916,7032,NOVA GERACAO CONFECCOES EIRELI,19.99,24.99,153,258,6610,11649,74446,2979,3905,54133,24/08/2023,2023-09-04 00:00:00,150,162,46182,1848,4,S,0.57733881813654,202308,73961,159829.68,10.52,0.537250152787642
04 Infantil,JUVENIL MENINA,BOTTON,LEGGING,268341,LEGGING COTTON BASIC,"21,42%","21,42%",Slow,"1,19%","2,96%","2,67%","1,42%","1,29%","2,39%","2,83%","1,64%","1,29%","1,42%","1,64%","0,69%",Não Estratégico,681,N,2964,6360,NOVA GERACAO CONFECCOES EIRELI,19.99,24.99,131,265,3220,5711,82318,3294,2982,40989,17/08/2023,2023-08-28 00:00:00,148,161,,,4,S,0.569844340530895,202308,67416,143036.4,10.6,0.528679413072477
04 Infantil,JUVENIL MENINA,BOTTON,LEGGING,268342,LEGGING COTTON BASIC,"20,60%","20,60%",Slow,"2,33%","3,21%","1,26%","1,13%","1,60%","1,01%","0,79%","1,35%","1,10%","1,92%","1,79%","3,11%",Não Estratégico,655,N,2723,5484,NOVA GERACAO CONFECCOES EIRELI,19.99,24.99,132,230,3211,5742,71072,2844,2580,35026,15/09/2023,2023-10-02 00:00:00,149,162,,,3,S,0.564625360149249,202309,59045,127145.16,10.77,0.5356111078078
10 Acessorios Av,COMPLEMENTOS,DIVERSOS,OUTROS,268343,KIT 12 ELÁSTICOS POÁ,"93,83%","93,83%",Best,"15,14%","28,39%","17,11%","10,25%","7,06%","4,58%","3,78%","2,92%","1,72%","1,14%","1,06%","0,69%",Não Estratégico,3378,N,3271,3600,NICE HARVEST INTERNATIONAL CO LTD,12.99,12.99,128,118,280,393,689,53,3506,31831,12/01/2024,2024-01-22 00:00:00,,38,,,1,N,0.714206893518753,202401,9861,46764,2.74,0.789128389359336
04 Infantil,JUVENIL MENINA,BOTTON,SHORT,268346,CICLISTA COTTON BASI,"31,07%","31,07%",Slow,"1,17%","2,75%","3,15%","1,99%","2,01%","1,75%","2,52%","2,50%","3,37%","2,92%","2,94%","4,01%",Não Estratégico,1704,N,4725,5484,NOVA GERACAO CONFECCOES EIRELI,15.99,15.99,194,237,1185,2144,20212,1264,4198,36728,15/09/2023,2023-09-25 00:00:00,68,118,,,3,N,0.555519859199049,202309,38388,87689.16,7,0.562226391494684
04 Infantil,JUVENIL MENINA,BOTTON,SHORT,268347,CICLISTA COTTON BASI,"40,06%","40,06%",Slow,"2,22%","2,10%","2,24%","3,48%","5,14%","5,59%","3,34%","2,76%","3,31%","3,56%","3,32%","2,99%",Não Estratégico,2990,N,4615,9864,NOVA GERACAO CONFECCOES EIRELI,15.99,15.99,93,258,2757,4976,22195,1388,8437,73852,24/08/2023,2023-09-04 00:00:00,95,145,,,5,N,0.555649586824614,202308,69048,157725.36,7,0.562226391494684
04 Infantil,JUVENIL MENINA,BOTTON,SHORT,268348,CICLISTA COTTON BASI,"32,23%","32,23%",Slow,"1,38%","2,31%","2,11%","2,03%","3,20%","4,05%","4,92%","2,83%","2,03%","1,94%","2,85%","2,58%",Não Estratégico,1663,N,3741,8664,NOVA GERACAO CONFECCOES EIRELI,15.99,15.99,112,265,2428,4416,43413,2715,5955,52035,17/08/2023,2023-08-28 00:00:00,125,162,,,5,N,0.555216483185241,202308,60648,138537.36,7,0.562226391494684
02 Masculino,MASCULINO CASUAL,BOTTON CURTO,BERMUDA SARJA BASICA,268349,BERMUDA SARJA BF 186,"87,47%","87,47%",Best,"3,46%","4,43%","5,89%","4,98%","8,02%","12,51%","14,48%","20,90%","11,69%","0,24%","0,51%","0,36%",Não Estratégico,4797,N,4751,5484,FLEX INDUSTRIA E COMERCIO DE CONFECCAO LTDA,69.99,69.99,184,202,978,1977,20997,300,5121,176245,10/10/2023,2023-10-30 00:00:00,17,76,,,3,N,0.499904157119017,202310,188958,383825.16,34.46,0.507697723619786
10 Acessorios Av,COMPLEMENTOS,SQUEEZE,COPOS,268350,COP BUSCOPAZ TÉRM GK,"92,50%","92,50%",Best,"30,79%","26,67%","10,60%","9,12%","4,31%","3,19%","2,64%","2,18%","0,79%","0,69%","0,88%","0,65%",Não Estratégico,1998,N,1891,2160,NINGBO GENERAL UNION CO LTD,29.99,29.99,164,153,209,348,1140,38,2110,37341,07/12/2023,2023-12-18 00:00:00,1,11,,,1,N,0.606054241765534,202312,19776,64778.4,9.16,0.694718918651896
10 Acessorios Av,COMPLEMENTOS,SQUEEZE,COPOS,268351,COP URSO TAMPA GLITT,"76,25%","76,25%",Best,"21,85%","13,10%","7,82%","7,96%","6,20%","3,75%","3,52%","3,70%","1,71%","2,18%","1,57%","2,87%",Não Estratégico,1647,N,1919,2160,NINGBO GENERAL UNION CO LTD,29.99,29.99,164,153,248,415,9087,303,1794,31188,07/12/2023,2023-12-18 00:00:00,9,89,,,1,N,0.595191002246996,202312,20341,64778.4,9.42,0.685986841292777
10 Acessorios Av,COMPLEMENTOS,SQUEEZE,COPOS,268352,COP BOLETO CAFÉ MET,"71,48%","71,48%",Good,"13,47%","11,62%","6,20%","7,08%","5,46%","4,35%","4,95%","4,91%","3,47%","3,24%","3,43%","3,29%",Não Estratégico,1544,N,2019,2160,NINGBO GENERAL UNION CO LTD,29.99,29.99,164,153,1246,1987,8968,299,1888,34840,07/12/2023,2023-12-18 00:00:00,14,75,,,1,N,0.632376078540707,202312,18362,64778.4,8.5,0.716548726118583
10 Acessorios Av,COMPLEMENTOS,SQUEEZE,COPOS,268353,COP ROSE CAFÉ MET  L,"51,62%","51,62%",Slow,"5,88%","5,93%","3,75%","4,81%","4,58%","3,84%","5,19%","4,81%","3,06%","3,43%","2,45%","3,89%",Não Estratégico,1115,N,2052,2160,NINGBO GENERAL UNION CO LTD,25.99,25.99,164,153,1575,2663,15153,583,1555,23283,07/12/2023,2023-12-18 00:00:00,37,106,,,1,N,0.593220757877841,202312,17513,56138.4,8.11,0.688037421800408
10 Acessorios Av,COMPLEMENTOS,SQUEEZE,GARRAFAS,268354,GAR XILO LITRÃO GKE8,"42,64%","42,64%",Slow,"5,74%","5,60%","3,38%","5,97%","4,07%","2,96%","2,69%","2,69%","1,71%","2,13%","2,36%","3,33%",Não Estratégico,921,N,2082,2160,NINGBO GENERAL UNION CO LTD,25.99,25.99,164,153,1841,2761,22872,880,1303,21932,07/12/2023,2023-12-18 00:00:00,47,100,,,1,N,0.666152429776898,202312,14261,56138.4,6.6,0.74597387884229
10 Acessorios Av,COMPLEMENTOS,SQUEEZE,GARRAFAS,268355,GAR ROSA DOS VENT LI,"52,27%","52,27%",Slow,"8,38%","6,71%","5,28%","7,78%","4,44%","2,22%","3,15%","2,78%","3,19%","2,87%","2,69%","2,78%",Não Estratégico,1129,N,2046,2160,NINGBO GENERAL UNION CO LTD,25.99,25.99,164,153,1710,2571,16764,645,1543,26058,07/12/2023,2023-12-18 00:00:00,35,115,,,1,N,0.667086084187464,202312,14261,56138.4,6.6,0.74597387884229
10 Acessorios Av,COMPLEMENTOS,SQUEEZE,GARRAFAS,268356,GAR UNI GEOM BICO GK,"60,32%","60,32%",Good,"7,08%","6,53%","5,74%","7,50%","6,34%","5,65%","5,83%","4,31%","3,06%","2,59%","2,31%","3,38%",Não Estratégico,1303,N,2064,2160,NINGBO GENERAL UNION CO LTD,25.99,25.99,164,153,1444,2337,12606,485,1673,26306,07/12/2023,2023-12-18 00:00:00,25,84,,,1,N,0.618514173818766,202312,16523,56138.4,7.65,0.705670450173144
10 Acessorios Av,COMPLEMENTOS,SQUEEZE,GARRAFAS,268357,GAR CLEAN STAR BICO,"83,61%","83,61%",Best,"15,88%","11,57%","8,89%","10,97%","8,66%","7,69%","6,20%","4,44%","2,59%","2,59%","1,85%","2,27%",Não Estratégico,1806,N,2026,2160,NINGBO GENERAL UNION CO LTD,35.99,35.99,164,153,680,1038,5255,146,1987,46325,07/12/2023,2023-12-18 00:00:00,4,57,,,1,N,0.661497173785892,202312,20483,77738.4,9.48,0.73651798853591
10 Acessorios Av,COMPLEMENTOS,SQUEEZE,GARRAFAS,268358,GAR URSO TAMPA ALÇA,"70,23%","70,23%",Good,"12,92%","9,86%","6,76%","8,10%","8,01%","5,88%","4,81%","3,94%","3,10%","1,99%","2,36%","2,50%",Não Estratégico,1517,N,2046,2160,NINGBO GENERAL UNION CO LTD,35.99,35.99,164,153,1447,2200,11661,324,1821,42073,07/12/2023,2023-12-18 00:00:00,9,93,,,1,N,0.659481788387782,202312,20483,77738.4,9.48,0.73651798853591
10 Acessorios Av,COMPLEMENTOS,LICENCIADO,LIC ALMO DE PESC,268359,ALMO H.ARANHA 579 LI,"86,32%","86,32%",Best,"5,97%","9,03%","12,01%","13,47%","7,92%","7,15%","6,32%","7,15%","4,51%","4,38%","3,13%","5,28%",Não Estratégico,1243,N,1365,1440,LIGHT TOYS - INDUSTRIA E COMERCIO LTDA.,39.99,39.99,256,244,44,77,760,19,1435,32873,06/09/2023,2023-09-18 00:00:00,1,15,,,1,N,0.582774956072944,202309,23616,57585.6,16.4,0.589897474368592
10 Acessorios Av,COMPLEMENTOS,LICENCIADO,LIC ALMO DE PESC,268360,ALMO OLAF 577 LIGHT,"48,89%","48,89%",Slow,"2,99%","4,65%","4,79%","4,58%","2,22%","2,85%","3,75%","3,54%","3,47%","4,51%","6,11%","5,42%",Não Estratégico,704,N,1383,1440,LIGHT TOYS - INDUSTRIA E COMERCIO LTDA.,39.99,24.99,256,237,257,798,3274,131,1324,24521,06/09/2023,2023-09-25 00:00:00,8,50,,,1,S,0.530359465256581,202309,23616,57585.6,16.4,0.589897474368592
10 Acessorios Av,COMPLEMENTOS,LICENCIADO,LIC ALMO DE PESC,268361,KIT ALMO MARIE 561A/,"90,28%","90,28%",Best,"9,79%","18,06%","18,96%","17,43%","7,92%","3,26%","3,96%","3,13%","2,15%","2,85%","1,32%","1,46%",Não Estratégico,1300,N,1365,3040,LIGHT TOYS - INDUSTRIA E COMERCIO LTDA.,49.99,59.99,195,244,11187,20518,33415,557,2402,60918,06/09/2023,2023-09-18 00:00:00,37,104,,,2,S,0.495132927067951,202309,80592,151969.6,26.51,0.469683410366284
10 Acessorios Av,COMPLEMENTOS,DIVERSOS,ALMOFADA DE PESCOCO,268362,KIT ALMO GATO GÓTICO,"90,21%","90,21%",Best,"7,15%","11,74%","16,46%","15,83%","8,75%","6,25%","6,18%","5,69%","2,99%","2,57%","3,13%","3,47%",Não Estratégico,1299,N,1355,1440,LIGHT TOYS - INDUSTRIA E COMERCIO LTDA.,49.99,49.99,256,244,28,50,300,6,1431,38013,06/09/2023,2023-09-18 00:00:00,,8,,,1,N,0.542518593959418,202309,32256,71985.6,22.4,0.551910382076415
10 Acessorios Av,COMPLEMENTOS,LICENCIADO,LIC ALMO DE PESC,268363,ALMO PRINCESAS 563A,"92,64%","92,64%",Best,"5,69%","7,64%","11,18%","9,93%","8,40%","10,00%","10,97%","10,42%","10,69%","4,03%","2,08%","1,60%",Não Estratégico,1334,N,1358,1440,LIGHT TOYS - INDUSTRIA E COMERCIO LTDA.,39.99,39.99,216,209,135,233,1000,25,1420,32595,16/10/2023,2023-10-23 00:00:00,1,16,,,1,N,0.584009196698949,202310,23544,57585.6,16.35,0.591147786946737
